授業コード,曜日,時限,学部,授業名,学期,担当教員,配当年次,単位数,詳細URL,みんキャン検索LINK
FZ47,木,1,商学部,ベーシック演習Ⅱ,秋学期,西川　みな美,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=14182&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A5%BF%E5%B7%9D
FZ48,木,1,商学部,ベーシック演習Ⅱ,秋学期,中村　亮介,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7846&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
FZ49,木,1,商学部,ベーシック演習Ⅱ,秋学期,井上　義朗,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7845&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BA%95%E4%B8%8A
FZ4A,月,3,商学部,ベーシック演習Ⅱ,秋学期,山田　哲弘,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7844&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E7%94%B0
FZ4B,月,4,商学部,ベーシック演習Ⅱ,秋学期,林　祥平,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7843&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9E%97
FZ4C,月,5,商学部,ベーシック演習Ⅱ,秋学期,川端　千暁,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7842&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B7%9D%E7%AB%AF
FZ4D,火,2,商学部,ベーシック演習Ⅱ,秋学期,守本　真帆,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7841&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
FZ4E,月,3,商学部,ベーシック演習Ⅱ,秋学期,古賀　裕也,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7840&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%8F%A4%E8%B3%80
FZ4F,水,1,商学部,ベーシック演習Ⅱ,秋学期,塩路　悦朗,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7839&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A1%A9%E8%B7%AF
FZ4G,火,4,商学部,ベーシック演習Ⅱ,秋学期,河邑　肇,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7838&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%82%91
FZ4H,金,2,商学部,ベーシック演習Ⅱ,秋学期,三木　朋乃,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7837&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%89%E6%9C%A8
FZ4I,木,2,商学部,ベーシック演習Ⅱ,秋学期,鯉渕　賢,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7836&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AF%89%E6%B8%95
FZ4J,木,3,商学部,ベーシック演習Ⅱ,秋学期,高岡　正人,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7835&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E5%B2%A1
FZ4K,月,3,商学部,ベーシック演習Ⅱ,秋学期,金　慧,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7834&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%91
FZ4L,月,1,商学部,ベーシック演習Ⅱ,秋学期,西村　純,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7833&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A5%BF%E6%9D%91
FZ4M,木,2,商学部,ベーシック演習Ⅱ,秋学期,石村　直之,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7832&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E6%9D%91
FZ4N,月,3,商学部,ベーシック演習Ⅱ,秋学期,高次　裕,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7831&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%AC%A1
FZ4O,月,4,商学部,ベーシック演習Ⅱ,秋学期,櫻井　康弘,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7830&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%AB%BB%E4%BA%95
FZ4P,火,5,商学部,ベーシック演習Ⅱ,秋学期,山上　淳一,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7829&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E4%B8%8A
FZ4Q,金,5,商学部,ベーシック演習Ⅱ,秋学期,小原　拓也,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7828&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E5%8E%9F
FZ4R,金,6,商学部,ベーシック演習Ⅱ,秋学期,宇田川　幸大,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7827&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E7%94%B0%E5%B7%9D
FZ4S,金,4,商学部,ベーシック演習Ⅱ,秋学期,河邑　肇,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7826&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%82%91
FZ4T,金,4,商学部,ベーシック演習Ⅱ,秋学期,高見澤　秀幸,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7825&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E8%A6%8B%E6%BE%A4
FZ4U,火,1,商学部,ベーシック演習Ⅱ,秋学期,関根　正敏,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7824&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%96%A2%E6%A0%B9
FZ4V,木,2,商学部,ベーシック演習Ⅱ,秋学期,大貫　茂紀,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7823&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E8%B2%AB
FZ4W,火,3,商学部,ベーシック演習Ⅱ,秋学期,窪田　康平,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7822&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E7%94%B0
FZ4X,火,2,商学部,ベーシック演習Ⅱ,秋学期,窪田　康平,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7821&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E7%94%B0
FZ4Y,火,2,商学部,ベーシック演習Ⅱ,秋学期,妹尾　剛好,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7820&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A6%B9%E5%B0%BE
FZ4Z,火,4,商学部,ベーシック演習Ⅱ,秋学期,阿部　雪子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7819&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%98%BF%E9%83%A8
FZ50,金,5,商学部,ベーシック演習Ⅱ,秋学期,河野　哲宏,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7818&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%87%8E
FZ51,火,2,商学部,ベーシック演習Ⅱ,秋学期,福島　一矩,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7817&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E5%B3%B6
FZ52,金,1,商学部,ベーシック演習Ⅱ,秋学期,宇田川　幸大,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7816&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E7%94%B0%E5%B7%9D
FZ53,木,4,商学部,ベーシック演習Ⅱ,秋学期,二宮　理佳,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7815&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BA%8C%E5%AE%AE
FZ54,火,4,商学部,ベーシック演習Ⅱ,秋学期,増田　桂子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7814&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A2%97%E7%94%B0
FZ55,火,4,商学部,ベーシック演習Ⅱ,秋学期,平野　健,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7813&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B9%B3%E9%87%8E
FZ56,木,6,商学部,ベーシック演習Ⅱ,秋学期,高松　英樹,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7812&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%9D%BE
FZ57,木,4,商学部,ベーシック演習Ⅱ,秋学期,笹川　浩,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7811&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
FZ58,火,1,商学部,ベーシック演習Ⅱ,秋学期,垂井　泰子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7810&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%9E%82%E4%BA%95
FZ59,月,1,商学部,ベーシック演習Ⅱ,秋学期,平澤　敦,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7809&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B9%B3%E6%BE%A4
FZ5A,木,1,商学部,ベーシック演習Ⅱ,秋学期,奥山　英司,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7808&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A5%A5%E5%B1%B1
FZ5B,火,4,商学部,ベーシック演習Ⅱ,秋学期,根本　忠宣,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7807&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A0%B9%E6%9C%AC
FZ5C,火,5,商学部,ベーシック演習Ⅱ,秋学期,村上　研一,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7806&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%91%E4%B8%8A
FZ5D,木,3,商学部,ベーシック演習Ⅱ,秋学期,福田　公正,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7805&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E7%94%B0
FZ5E,火,3,商学部,ベーシック演習Ⅱ,秋学期,江口　匡太,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7804&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%9F%E5%8F%A3
FZ5F,水,1,商学部,ベーシック演習Ⅱ,秋学期,井上　義朗,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7803&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BA%95%E4%B8%8A
FZ5G,金,2,商学部,ベーシック演習Ⅱ,秋学期,市場　俊之,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7802&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B8%82%E5%A0%B4
FZ5H,木,5,商学部,ベーシック演習Ⅱ,秋学期,山本　慎悟,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7801&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
FZ5I,木,2,商学部,ベーシック演習Ⅱ,秋学期,高橋　豊治,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7800&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%A9%8B
FZ5J,火,2,商学部,ベーシック演習Ⅱ,秋学期,小野　有人,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7799&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E9%87%8E
FZ5K,月,4,商学部,ベーシック演習Ⅱ,秋学期,池澤　滋子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7798&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E6%BE%A4
FZ5L,金,4,商学部,ベーシック演習Ⅱ,秋学期,福西　由実子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7797&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%A5%BF
FZ5M,金,1,商学部,ベーシック演習Ⅱ,秋学期,中村　亨,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7796&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
FZ5N,火,3,商学部,ベーシック演習Ⅱ,秋学期,栗原　文子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7795&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A0%97%E5%8E%9F
FZ5O,金,4,商学部,ベーシック演習Ⅱ,秋学期,潮　清孝,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7794&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%BD%AE
FZ5P,火,2,商学部,ベーシック演習Ⅱ,秋学期,三木　朋乃,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7051&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%89%E6%9C%A8
FZ5Q,金,4,商学部,ベーシック演習Ⅱ,秋学期,平澤　哲,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7050&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B9%B3%E6%BE%A4
FZ5R,火,5,商学部,ベーシック演習Ⅱ,秋学期,佐久間　英俊,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7049&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BD%90%E4%B9%85%E9%96%93
SZ46,木,2,商学部,ベーシック演習Ⅰ,春学期,西川　みな美,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=14183&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A5%BF%E5%B7%9D
SZ47,木,1,商学部,ベーシック演習Ⅰ,春学期,西川　みな美,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=14181&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A5%BF%E5%B7%9D
SZ48,木,1,商学部,ベーシック演習Ⅰ,春学期,中村　亮介,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7048&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
SZ49,木,1,商学部,ベーシック演習Ⅰ,春学期,井上　義朗,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7047&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BA%95%E4%B8%8A
SZ4A,月,3,商学部,ベーシック演習Ⅰ,春学期,山田　哲弘,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7046&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E7%94%B0
SZ4B,月,4,商学部,ベーシック演習Ⅰ,春学期,林　祥平,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7045&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9E%97
SZ4C,月,5,商学部,ベーシック演習Ⅰ,春学期,川端　千暁,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7044&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B7%9D%E7%AB%AF
SZ4D,火,2,商学部,ベーシック演習Ⅰ,春学期,守本　真帆,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7793&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
SZ4E,月,3,商学部,ベーシック演習Ⅰ,春学期,古賀　裕也,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7792&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%8F%A4%E8%B3%80
SZ4F,水,1,商学部,ベーシック演習Ⅰ,春学期,塩路　悦朗,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7791&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A1%A9%E8%B7%AF
SZ4G,火,4,商学部,ベーシック演習Ⅰ,春学期,河邑　肇,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7790&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%82%91
SZ4H,金,2,商学部,ベーシック演習Ⅰ,春学期,三木　朋乃,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7789&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%89%E6%9C%A8
SZ4I,木,2,商学部,ベーシック演習Ⅰ,春学期,鯉渕　賢,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7788&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AF%89%E6%B8%95
SZ4J,木,3,商学部,ベーシック演習Ⅰ,春学期,高岡　正人,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7787&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E5%B2%A1
SZ4K,月,3,商学部,ベーシック演習Ⅰ,春学期,金　慧,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7786&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%91
SZ4L,月,1,商学部,ベーシック演習Ⅰ,春学期,西村　純,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7785&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A5%BF%E6%9D%91
SZ4M,木,2,商学部,ベーシック演習Ⅰ,春学期,石村　直之,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7784&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E6%9D%91
SZ4N,月,3,商学部,ベーシック演習Ⅰ,春学期,高次　裕,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7783&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%AC%A1
SZ4O,月,4,商学部,ベーシック演習Ⅰ,春学期,櫻井　康弘,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7782&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%AB%BB%E4%BA%95
SZ4P,火,5,商学部,ベーシック演習Ⅰ,春学期,山上　淳一,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7781&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E4%B8%8A
SZ4Q,金,5,商学部,ベーシック演習Ⅰ,春学期,小原　拓也,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7780&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E5%8E%9F
SZ4R,金,6,商学部,ベーシック演習Ⅰ,春学期,宇田川　幸大,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7779&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E7%94%B0%E5%B7%9D
SZ4S,金,4,商学部,ベーシック演習Ⅰ,春学期,河邑　肇,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7778&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%82%91
SZ4T,金,4,商学部,ベーシック演習Ⅰ,春学期,高見澤　秀幸,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7777&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E8%A6%8B%E6%BE%A4
SZ4U,火,1,商学部,ベーシック演習Ⅰ,春学期,関根　正敏,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7776&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%96%A2%E6%A0%B9
SZ4V,木,2,商学部,ベーシック演習Ⅰ,春学期,大貫　茂紀,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=7775&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E8%B2%AB
